id,name,address,city_id,neighborhood_id,property_type_id,description,amenity_ids,service_ids,booking_condition_ids,extra_info,website,phone,email,longitude,latitude,rating_avg,reviews_count,image_urls,simple_booking_link,created_at
28ae13ed-3d19-4505-8783-4b0f5a4fa017,"{""en"":""Riad Dar Touyir"",""es"":""Riad Dar Touyir"",""fr"":""Riad Dar Touyir""}","{""en"":""132 Derb Dekkak, Marrakech 40000"",""es"":""132 Derb Dekkak, Marrakech 40000"",""fr"":""132 Derb Dekkak, Marrakech 40000""}",marrakech,bab_doukkala,riad,"{""en"":""Riad Dar Touyir is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Dar Touyir est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Dar Touyir est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""safe"",""wifi"",""on_site_restaurant_guest_table"",""rooftop"",""solarium"",""first_aid_kit"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""cooking_class"",""24_hour_reception"",""excursions_desk"",""cleaning_service"",""non_smoking_rooms"",""luggage_storage""]","[""free_cancellation_depending_on_rate_plan"",""booking_without_a_credit_card"",""no_prepayment"",""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",dar-touyir.com/fr/,+212524387352,dar.touyir@gmail.com,-7.996912,31.631675,4.70,182,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_dar_touyir/119710315.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_dar_touyir/5470189.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_dar_touyir/5466696.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_dar_touyir/5470076.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_dar_touyir/5466702.jpg""]",,2026-01-24 19:57:47.661076+00
2ce65dde-ef4c-4257-ac35-69a9c23b6350,"{""en"":""Riad Hermes"",""es"":""Riad Hermes"",""fr"":""Riad Hermes""}","{""en"":""58 Derb Snane, Marrakech 40000"",""es"":""58 Derb Snane, Marrakech 40000"",""fr"":""58 Derb Snane, Marrakech 40000""}",marrakech,mouassine,riad,"{""en"":""Riad Hermes is a characterful riad in an authentic area of the medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Hermes est un Riad de caractère dans un quartier authentique de la médina. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Hermes est un riad de caractère dans un quartier authentique de la médina. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""individual_air_conditioning"",""baby_equipment_crib_high_chairs"",""safe"",""wifi"",""in_room_tv"",""pool"",""piscine_chauffee"",""spa_hammam"",""on_site_restaurant_guest_table"",""rooftop"",""solarium"",""first_aid_kit"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""on_site_or_nearby_parking"",""24_hour_reception"",""excursions_desk"",""luggage_storage""]","[""free_cancellation_depending_on_rate_plan"",""booking_without_a_credit_card"",""no_prepayment"",""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",riadhermes.com,+33622067506,contact@riadhermes.com,-7.991556,31.629643,4.60,539,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_hermes/156252402.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_hermes/20439448.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_hermes/156252089.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_hermes/156252047.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_hermes/20439446.jpg""]",,2026-01-24 19:57:47.661076+00
2d390544-7363-4976-9379-766ef7d7f5e1,"{""en"":""Riad Ksar Al Amal"",""es"":""Riad Ksar Al Amal"",""fr"":""Riad Ksar Al Amal""}","{""en"":""J298+WRW 35, Marrakesh 40000"",""es"":""J298+WRW 35, Marrakesh 40000"",""fr"":""J298+WRW 35, Marrakesh 40000""}",marrakech,mellah,riad,"{""en"":""Riad Ksar Al Amal is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Ksar Al Amal est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Ksar Al Amal est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",riadksaralamal.com,,,-7.982844,31.620037,4.80,100,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_ksar_al_amal/639657538.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_ksar_al_amal/641512927.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_ksar_al_amal/641514465.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_ksar_al_amal/641563777.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_ksar_al_amal/374158128.jpg""]",,2026-01-24 19:57:47.661076+00
2d3e4655-92bb-414c-ac40-8b5b40c2f9e7,"{""en"":""Riad Abracadabra"",""es"":""Riad Abracadabra"",""fr"":""Riad Abracadabra""}","{""en"":""125 Derb Jamaa, Marrakesh 40000"",""es"":""125 Derb Jamaa, Marrakesh 40000"",""fr"":""125 Derb Jamaa, Marrakesh 40000""}",marrakech,derb_dabachi,riad,"{""en"":""Riad Abracadabra is a characterful riad in an authentic area of the medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Abracadabra est un Riad de caractère dans un quartier authentique de la médina. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Abracadabra est un riad de caractère dans un quartier authentique de la médina. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",https://www.riadabracadabra.com,+212 611 29 27 45,info@riadabracadabra.com,-7.985167,31.626928,4.80,455,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_abracadabra/31787913.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_abracadabra/534485399.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_abracadabra/534454312.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_abracadabra/534484772.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_abracadabra/534493373.jpg""]",,2026-01-24 19:57:47.661076+00
31a1c954-ed31-4573-9466-4129821af22a,"{""en"":""Riad Zara"",""es"":""Riad Zara"",""fr"":""Riad Zara""}","{""en"":""Derb Bensalek، 294 Boutouil Bab Aylen, Marrakesh 40000"",""es"":""Derb Bensalek، 294 Boutouil Bab Aylen, Marrakesh 40000"",""fr"":""Derb Bensalek، 294 Boutouil Bab Aylen, Marrakesh 40000""}",marrakech,derb_dabachi,riad,"{""en"":""Riad Zara is a characterful riad in an authentic area of the medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Zara est un Riad de caractère dans un quartier authentique de la médina. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Zara est un riad de caractère dans un quartier authentique de la médina. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",riadzara.com,,,-7.974800,31.629135,4.80,611,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Zara/624490059.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Zara/61761514.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Zara/91263078.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Zara/61757963.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Zara/625355784.jpg""]",,2026-01-24 19:57:47.661076+00
335587dc-73fa-41b8-9f19-65f5038212f3,"{""en"":""Riad Anyssates"",""es"":""Riad Anyssates"",""fr"":""Riad Anyssates""}","{""en"":""144 Derb El bomba, Marrakesh"",""es"":""144 Derb El bomba, Marrakesh"",""fr"":""144 Derb El bomba, Marrakesh""}",marrakech,bab_doukkala,riad,"{""en"":""Riad Anyssates is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Anyssates est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Anyssates est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""individual_air_conditioning"",""baby_equipment_crib_high_chairs"",""safe"",""wifi"",""pool"",""spa_hammam"",""on_site_restaurant_guest_table"",""bar"",""rooftop"",""solarium"",""first_aid_kit"",""shared_lounge_tv_room"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""on_site_or_nearby_parking"",""cooking_class"",""room_service"",""24_hour_reception"",""babysitting"",""on_site_activities"",""excursions_desk"",""cleaning_service"",""ironing_service"",""non_smoking_rooms"",""currency_exchange"",""luggage_storage"",""business_services_meeting_reception_room"",""spa""]","[""free_cancellation_depending_on_rate_plan"",""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",https://en.riadanyssates.com/,+330610929222,riadanyssates@gmail.com,-7.995545,31.636641,4.60,570,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_anyssates/riadanyssates2021-pationuit-001.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_anyssates/riadanyssates-salon-0010.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_anyssates/riadanyssates-suitetriple-victoire-002.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_anyssates/riadanyssates-terrassenew-0016.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_anyssates/riadanyssates-piscine-105.jpg""]",,2026-01-24 19:57:47.661076+00
353bf784-8f17-42a3-a0d5-0814f35588c9,"{""en"":""Riad El Jadide"",""es"":""Riad El Jadide"",""fr"":""Riad El Jadide""}","{""en"":""11 Derb Abdelhamid, BOUNOUALA 40000"",""es"":""11 Derb Abdelhamid, BOUNOUALA 40000"",""fr"":""11 Derb Abdelhamid, BOUNOUALA 40000""}",marrakech,ben_youssef,riad,"{""en"":""Riad El Jadide is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad El Jadide est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad El Jadide est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""individual_air_conditioning"",""baby_equipment_crib_high_chairs"",""safe"",""wifi"",""pool"",""heated_pool"",""on_site_restaurant_guest_table"",""rooftop"",""solarium"",""first_aid_kit"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""on_site_or_nearby_parking"",""cooking_class"",""24_hour_reception"",""cleaning_service"",""ironing_service"",""non_smoking_rooms"",""luggage_storage""]","[""free_cancellation_depending_on_rate_plan""]","{""en"":"""",""es"":"""",""fr"":""""}",https://www.riadeljadide.com/,+212 524 380 390,"riadeljadide@gmail.com ",-7.988493,31.639940,4.90,86,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_el_jadide/594020747.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_el_jadide/594020729.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_el_jadide/758833725.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_el_jadide/594020695.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_el_jadide/594020787.jpg""]",,2026-01-24 19:57:47.661076+00
3696fedd-21a2-4f3e-a8d6-26c689d7f57b,"{""en"":""Riad Clefs D'Orient"",""es"":""Riad Clefs D'Orient"",""fr"":""Riad Clefs D'Orient""}","{""en"":""2 Rue Touareg Ksint N'hass, Marrakesh 40000"",""es"":""2 Rue Touareg Ksint N'hass, Marrakesh 40000"",""fr"":""2 Rue Touareg Ksint N'hass, Marrakesh 40000""}",marrakech,kasbah,riad,"{""en"":""Riad Clefs D'Orient is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Clefs D'Orient est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Clefs D'Orient est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""individual_air_conditioning"",""safe"",""wifi"",""piscine_chauffee"",""on_site_restaurant_guest_table"",""bar"",""rooftop"",""garden"",""solarium"",""first_aid_kit"",""shared_lounge_tv_room"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""on_site_or_nearby_parking"",""cooking_class"",""24_hour_reception"",""on_site_activities"",""excursions_desk"",""cleaning_service"",""ironing_service"",""non_smoking_rooms"",""luggage_storage"",""business_services_meeting_reception_room""]","[""free_cancellation_depending_on_rate_plan"",""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",https://www.riadclefsdorient.com/,+212641613801,riadclefsdorient@gmail.com,-7.987412,31.618369,4.90,291,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Cle_D_Orient/terrassenight.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Cle_D_Orient/IMG_9870.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Cle_D_Orient/photo_rooftop_2_entier.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Cle_D_Orient/vue_grand_rooftop.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/Riad_Cle_D_Orient/suite_bahia_1.jpg""]",,2026-01-24 19:57:47.661076+00
370b7a07-5e37-45af-9772-a8cdf890d17a,"{""en"":""Riad Le Bled To Stay"",""es"":""Riad Le Bled To Stay"",""fr"":""Riad Le Bled To Stay""}","{""en"":""Douar Coucou - Oasis Hassan II 40 000 Taseltanet - Marrakech, 40000"",""es"":""Douar Coucou - Oasis Hassan II 40 000 Taseltanet - Marrakech, 40000"",""fr"":""Douar Coucou - Oasis Hassan II 40 000 Taseltanet - Marrakech, 40000""}",marrakech,montagne,guesthouse,"{""en"":""Riad Le Bled To Stay is a characterful riad in an authentic area of the medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Le Bled To Stay est un Riad de caractère dans un quartier authentique de la médina. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Le Bled To Stay est un riad de caractère dans un quartier authentique de la médina. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",,,,,,,0,"["""","""","""","""",""""]",,2026-01-24 19:57:47.661076+00
392eece5-56b3-4f9b-b3b7-9141e16f1b0f,"{""en"":""Riad Les Jardins Mandaline"",""es"":""Riad Les Jardins Mandaline"",""fr"":""Riad Les Jardins Mandaline""}","{""en"":""55 Derb El Ferrane, Marrakesh 40000"",""es"":""55 Derb El Ferrane, Marrakesh 40000"",""fr"":""55 Derb El Ferrane, Marrakesh 40000""}",marrakech,riad_laarous,riad,"{""en"":""Riad Les Jardins Mandaline is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Les Jardins Mandaline est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Les Jardins Mandaline est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",esjardinsmandaline.morocco-ma,,,-7.989951,31.634526,4.60,625,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Jardins_Mandaline/108480915.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Jardins_Mandaline/154790339.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Jardins_Mandaline/21884201.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Jardins_Mandaline/324927152.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Jardins_Mandaline/107214003.jpg""]",,2026-01-24 19:57:47.661076+00
3953e157-cf85-4de8-87bb-4158e7a2083a,"{""en"":""Riad La Parenthese"",""es"":""Riad La Parenthese"",""fr"":""Riad La Parenthese""}","{""en"":""Lieu-dit \""EL HIMANIA\"", BP 87, Tameslohte 42312"",""es"":""Lieu-dit \""EL HIMANIA\"", BP 87, Tameslohte 42312"",""fr"":""Lieu-dit \""EL HIMANIA\"", BP 87, Tameslohte 42312""}",marrakech,desert,riad,"{""en"":""Riad La Parenthese is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad La Parenthese est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad La Parenthese est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}",[],[],[],"{""en"":"""",""es"":"""",""fr"":""""}",riad-parenthese.com,,,-7.994012,31.631126,4.90,618,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_La_Parenthese/1.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_La_Parenthese/9.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_La_Parenthese/11.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_La_Parenthese/20.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_La_Parenthese/15.jpg""]",,2026-01-24 19:57:47.661076+00
3970d071-b1fb-4a97-bb68-8eca8fc9f5b0,"{""en"":""Riad Al Manara"",""es"":""Riad Al Manara"",""fr"":""Riad Al Manara""}","{""en"":""9 Rue Ahmed Baba Soudany, Essaouira 44000"",""es"":""9 Rue Ahmed Baba Soudany, Essaouira 44000"",""fr"":""9 Rue Ahmed Baba Soudany, Essaouira 44000""}",essaouira,essaouira_medina,riad,"{""en"":""Riad Al Manara is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Al Manara est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Al Manara est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""double_beds_only"",""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""baby_equipment_crib_high_chairs"",""safe"",""wifi"",""rooftop"",""first_aid_kit"",""shared_lounge_tv_room"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""24_hour_reception"",""non_smoking_rooms"",""luggage_storage""]","[""free_cancellation_depending_on_rate_plan"",""booking_without_a_credit_card"",""no_prepayment"",""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",https://www.riadalmanara.com,+2120766759513,riadalmanara@gmail.com,-9.769840,31.513834,4.60,64,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_al_manara/494485152.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_al_manara/560597556.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_al_manara/489571892.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_al_manara/560604685.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_al_manara/562559432.jpg""]",,2026-01-24 19:57:47.661076+00
39cb78a9-66dd-450b-90a2-cd6628531b75,"{""en"":""Riad Les Orangers D'Alilia"",""es"":""Riad Les Orangers D'Alilia"",""fr"":""Riad Les Orangers D'Alilia""}","{""en"":""216 rue Tadla, Marrakesh 40000"",""es"":""216 rue Tadla, Marrakesh 40000"",""fr"":""216 rue Tadla, Marrakesh 40000""}",marrakech,kasbah,riad,"{""en"":""Riad Les Orangers D'Alilia is a characterful riad in the heart of Marrakech’s medina. The riad is built around a patio designed for relaxation. Its atmosphere is intimate and authentic, ideal for discovering Marrakech while enjoying a calm and refined setting."",""es"":""Riad Les Orangers D'Alilia est un Riad de caractère au cœur de la médina de Marrakech. Le Riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné."",""fr"":""Riad Les Orangers D'Alilia est un riad de caractère au cœur de la médina de Marrakech. Le riad s’organise autour d’un patio propice au repos. L’atmosphère se veut intime et authentique, idéale pour découvrir Marrakech tout en profitant d’un cadre reposant et soigné.""}","[""choice_of_double_or_single_beds"",""family_rooms_min_3_guests"",""individual_air_conditioning"",""baby_equipment_crib_high_chairs"",""safe"",""wifi"",""pool"",""on_site_restaurant_guest_table"",""rooftop"",""solarium"",""first_aid_kit"",""shared_lounge_tv_room"",""video_surveillance_common_areas_and_outdoors""]","[""breakfast_included"",""special_menus_gluten_free_vegan_etc"",""airport_shuttle"",""on_site_or_nearby_parking"",""cooking_class"",""room_service"",""24_hour_reception"",""babysitting"",""pets_allowed"",""excursions_desk"",""cleaning_service"",""ironing_service"",""non_smoking_rooms"",""luggage_storage""]","[""card_payment_terminal""]","{""en"":"""",""es"":"""",""fr"":""""}",orangersdalilia.com,+212662210145,info@orangersdalilia.com,-7.986350,31.612787,4.80,939,"[""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Orangers_D'Alilia/761117226.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Orangers_D'Alilia/761134248.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Orangers_D'Alilia/761124059.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Orangers_D'Alilia/761185826.jpg"",""https://dzuwwfttnigeisicqyto.supabase.co/storage/v1/object/public/riadsimages/riad_Les_Orangers_D'Alilia/761125138.jpg""]",,2026-01-24 19:57:47.661076+00
